use,site_id,site_name,diocese,site_location,source,score,reason,distance_km,content_id,title,image_url,location,photographer,license,tags
"","933c7006-8bb5-4ff0-85d3-ac5146f47372","용수성지 (성 김대건 신부 제주 표착 기념관)","제주","제주특별자치도 제주시 한경면 용수리","photokorea","6","조각(제주)·종교어·같은 시군(제주)","","ccTtVa","마라도성당","https://tong.visitkorea.or.kr/cms/resource_photo/10/2514410_image2_1.jpg","제주특별자치도 서귀포시 대정읍","한국관광공사 김지호","Type1","마라도성당, 제주특별자치도 서귀포시, 제주도, 마라도 성당, 섬, 천연기념물 제423호"
"","933c7006-8bb5-4ff0-85d3-ac5146f47372","용수성지 (성 김대건 신부 제주 표착 기념관)","제주","제주특별자치도 제주시 한경면 용수리","photokorea","6","조각(제주)·종교어·같은 시군(제주)","","hDT4pa","마라도성당","https://tong.visitkorea.or.kr/cms/resource_photo/58/1937758_image2_1.jpg","제주도","한국관광공사 이범수","Type1","마라도성당, 제주도성지, 제주도성당, 마라도"
"","933c7006-8bb5-4ff0-85d3-ac5146f47372","용수성지 (성 김대건 신부 제주 표착 기념관)","제주","제주특별자치도 제주시 한경면 용수리","photokorea","6","조각(제주)·종교어·같은 시군(제주)","","hDT4va","마라도성당","https://tong.visitkorea.or.kr/cms/resource_photo/63/1937763_image2_1.jpg","제주도","한국관광공사 이범수","Type1","마라도성당, 제주도성지, 제주도성당, 마라도"
"","933c7006-8bb5-4ff0-85d3-ac5146f47372","용수성지 (성 김대건 신부 제주 표착 기념관)","제주","제주특별자치도 제주시 한경면 용수리","tourinfo","4","조각(제주·용수)","6.84","1839772","[제주올레 12코스] 무릉-용수 올레","https://tong.visitkorea.or.kr/cms/resource/96/3550396_image2_1.jpg","제주특별자치도 서귀포시 중산간서로 2852","TourAPI 관광정보(contentTypeId 28)","",""
"","4176ac92-3702-4f29-87ba-ea84985d4b59","울산 병영 순교성지","부산","울산시 중구 남외동 569","tourinfo","6","조각(울산)·500m 안","0.06","3305700","올리브영 울산병영점","https://tong.visitkorea.or.kr/cms/resource/93/4028893_image2_1.jpg","울산광역시 중구 남외로 92 (남외동)","TourAPI 관광정보(contentTypeId 38)","",""
"","4176ac92-3702-4f29-87ba-ea84985d4b59","울산 병영 순교성지","부산","울산시 중구 남외동 569","tourinfo","4","조각(울산)·2km 안","1.93","130522","울산북구문화예술회관","https://tong.visitkorea.or.kr/cms/resource/51/3077951_image2_1.bmp","울산광역시 북구 산업로 1000","TourAPI 관광정보(contentTypeId 14)","",""
"","4176ac92-3702-4f29-87ba-ea84985d4b59","울산 병영 순교성지","부산","울산시 중구 남외동 569","tourinfo","4","조각(울산)·2km 안","0.67","1624467","울산종합운동장","https://tong.visitkorea.or.kr/cms/resource/85/1588285_image2_1.jpg","울산광역시 중구 염포로 55","TourAPI 관광정보(contentTypeId 28)","",""
"","4176ac92-3702-4f29-87ba-ea84985d4b59","울산 병영 순교성지","부산","울산시 중구 남외동 569","tourinfo","4","조각(울산)·2km 안","0.97","2502653","울산 경상좌도병영성","https://tong.visitkorea.or.kr/cms/resource/70/3510570_image2_1.jpg","울산광역시 중구 서동","TourAPI 관광정보(contentTypeId 12)","",""
"","4176ac92-3702-4f29-87ba-ea84985d4b59","울산 병영 순교성지","부산","울산시 중구 남외동 569","tourinfo","4","조각(울산)·2km 안","1.19","2922989","홈플러스 메가 푸드 마켓 울산점","https://tong.visitkorea.or.kr/cms/resource/39/4019739_image2_1.jpg","울산광역시 중구 번영로 475 (복산동)","TourAPI 관광정보(contentTypeId 38)","",""
"","4176ac92-3702-4f29-87ba-ea84985d4b59","울산 병영 순교성지","부산","울산시 중구 남외동 569","tourinfo","4","조각(울산)·2km 안","1.14","2929289","신선도원몰 울산점","https://tong.visitkorea.or.kr/cms/resource/46/4017946_image2_1.jpg","울산광역시 북구 진장17길 10 (진장동)","TourAPI 관광정보(contentTypeId 38)","",""
"","4176ac92-3702-4f29-87ba-ea84985d4b59","울산 병영 순교성지","부산","울산시 중구 남외동 569","tourinfo","4","조각(울산)·2km 안","1.32","2929608","모다아울렛 울산점","https://tong.visitkorea.or.kr/cms/resource/52/4045852_image2_1.png","울산광역시 북구 진장유통로 78-6 (진장동)","TourAPI 관광정보(contentTypeId 38)","",""
"","4176ac92-3702-4f29-87ba-ea84985d4b59","울산 병영 순교성지","부산","울산시 중구 남외동 569","tourinfo","4","조각(울산)·2km 안","1.37","2931499","유니클로 울산 진장점","https://tong.visitkorea.or.kr/cms/resource/80/4019780_image2_1.jpg","울산광역시 북구 진장유통로 64 (진장동)","TourAPI 관광정보(contentTypeId 38)","",""
"","4176ac92-3702-4f29-87ba-ea84985d4b59","울산 병영 순교성지","부산","울산시 중구 남외동 569","tourinfo","4","조각(울산)·2km 안","1.19","3306515","올리브영 홈플러스 울산점","https://tong.visitkorea.or.kr/cms/resource/95/4028895_image2_1.jpg","울산광역시 중구 번영로 475 (복산동)","TourAPI 관광정보(contentTypeId 38)","",""
"","4176ac92-3702-4f29-87ba-ea84985d4b59","울산 병영 순교성지","부산","울산시 중구 남외동 569","tourinfo","4","조각(울산)·2km 안","1.14","4009475","올리브영 울산신선도원점","https://tong.visitkorea.or.kr/cms/resource/84/4028884_image2_1.png","울산광역시 북구 진장17길 10 (진장동)","TourAPI 관광정보(contentTypeId 38)","",""
"","cc1b6629-8de5-4abf-bdde-2bd951f1afd6","울산 장대 순교지","부산","울산광역시","tourinfo","6","조각(울산)·500m 안","0.28","4009471","올리브영 울산신정점","https://tong.visitkorea.or.kr/cms/resource/77/4028877_image2_1.jpg","울산광역시 남구 월평로 50 (신정동)","TourAPI 관광정보(contentTypeId 38)","",""
"","cc1b6629-8de5-4abf-bdde-2bd951f1afd6","울산 장대 순교지","부산","울산광역시","tourinfo","4","조각(울산)·2km 안","1.72","2933428","울산 성남동 눈꽃축제","http://tong.visitkorea.or.kr/cms/resource/64/3586264_image2_1.jpg","울산광역시 중구 젊음의거리 27-4 (성남동)","TourAPI 관광정보(contentTypeId 15)","","A02070200"
"","cc1b6629-8de5-4abf-bdde-2bd951f1afd6","울산 장대 순교지","부산","울산광역시","tourinfo","4","조각(울산)·2km 안","1.61","2927027","울산언양불고기","https://tong.visitkorea.or.kr/cms/resource/47/4056147_image2_1.jpg","울산광역시 남구 월평로 205 (삼산동)","TourAPI 관광정보(contentTypeId 39)","",""
"","cc1b6629-8de5-4abf-bdde-2bd951f1afd6","울산 장대 순교지","부산","울산광역시","tourinfo","4","조각(울산)·2km 안","1.86","127644","울산대공원","https://tong.visitkorea.or.kr/cms/resource/24/3072324_image2_1.jpg","울산광역시 남구 대공원로 94 (옥동)","TourAPI 관광정보(contentTypeId 12)","",""
"","cc1b6629-8de5-4abf-bdde-2bd951f1afd6","울산 장대 순교지","부산","울산광역시","tourinfo","4","조각(울산)·2km 안","1.37","128194","울산 태화사지 십이지상 사리탑","http://tong.visitkorea.or.kr/cms/resource/51/3072951_image2_1.jpg","울산광역시 남구 두왕로 277","TourAPI 관광정보(contentTypeId 12)","","A02050200"
"","cc1b6629-8de5-4abf-bdde-2bd951f1afd6","울산 장대 순교지","부산","울산광역시","tourinfo","4","조각(울산)·2km 안","1.35","129732","KBS 울산홀","https://tong.visitkorea.or.kr/cms/resource/65/3574965_image2_1.jpg","울산광역시 남구 번영로 212 (달동)","TourAPI 관광정보(contentTypeId 14)","",""
"","cc1b6629-8de5-4abf-bdde-2bd951f1afd6","울산 장대 순교지","부산","울산광역시","tourinfo","4","조각(울산)·2km 안","1.57","129813","울산남부도서관","https://tong.visitkorea.or.kr/cms/resource/32/3581332_image2_1.jpg","울산광역시 남구 거마로13번길 6","TourAPI 관광정보(contentTypeId 14)","",""
"","cc1b6629-8de5-4abf-bdde-2bd951f1afd6","울산 장대 순교지","부산","울산광역시","tourinfo","4","조각(울산)·2km 안","1.41","130396","울산광역시남구문화원","https://tong.visitkorea.or.kr/cms/resource/75/3510775_image2_1.jpg","울산광역시 남구 번영로 224","TourAPI 관광정보(contentTypeId 14)","",""
"","cc1b6629-8de5-4abf-bdde-2bd951f1afd6","울산 장대 순교지","부산","울산광역시","tourinfo","4","조각(울산)·2km 안","1.44","130524","울산문화예술회관","http://tong.visitkorea.or.kr/cms/resource/77/1587977_image2_1.jpg","울산광역시 남구 번영로 200","TourAPI 관광정보(contentTypeId 14)","","A02060600"
"","cc1b6629-8de5-4abf-bdde-2bd951f1afd6","울산 장대 순교지","부산","울산광역시","tourinfo","4","조각(울산)·2km 안","1.57","132796","울산 수암시장","https://tong.visitkorea.or.kr/cms/resource/39/3581939_image2_1.jpg","울산광역시 남구 수암로128번길 12 (야음동)","TourAPI 관광정보(contentTypeId 38)","",""
"","db51e1aa-4101-48a8-94db-bc10f3723464","은이 성지","수원","경기도 용인시 처인구","photokorea","9","제목=이름·종교어·같은 시군(용인)","","7EPTDa","은이성지","https://tong.visitkorea.or.kr/cms/resource_photo/38/1646838_image2_1.jpg","경기도 용인","한국관광공사 김지호","Type1","은이성지, 천주교"
"","db51e1aa-4101-48a8-94db-bc10f3723464","은이 성지","수원","경기도 용인시 처인구","photokorea","9","제목=이름·종교어·같은 시군(용인)","","7EPTFa","은이성지","https://tong.visitkorea.or.kr/cms/resource_photo/44/1646844_image2_1.jpg","경기도 용인","한국관광공사 김지호","Type1","은이성지, 천주교"
"","db51e1aa-4101-48a8-94db-bc10f3723464","은이 성지","수원","경기도 용인시 처인구","photokorea","9","제목=이름·종교어·같은 시군(용인)","","7EPTIa","은이성지","https://tong.visitkorea.or.kr/cms/resource_photo/48/1646848_image2_1.jpg","경기도 용인","한국관광공사 김지호","Type1","은이성지, 천주교"
"","db51e1aa-4101-48a8-94db-bc10f3723464","은이 성지","수원","경기도 용인시 처인구","photokorea","9","제목=이름·종교어·같은 시군(용인)","","7EPTLa","은이성지","https://tong.visitkorea.or.kr/cms/resource_photo/52/1646852_image2_1.jpg","경기도 용인","한국관광공사 김지호","Type1","은이성지, 천주교"
"","db51e1aa-4101-48a8-94db-bc10f3723464","은이 성지","수원","경기도 용인시 처인구","photokorea","9","제목=이름·종교어·같은 시군(용인)","","7EPTPa","은이성지","https://tong.visitkorea.or.kr/cms/resource_photo/67/1646867_image2_1.jpg","경기도 용인","한국관광공사 김지호","Type1","은이성지, 천주교"
"","db51e1aa-4101-48a8-94db-bc10f3723464","은이 성지","수원","경기도 용인시 처인구","photokorea","9","제목=이름·종교어·같은 시군(용인)","","7EPTTa","은이성지","https://tong.visitkorea.or.kr/cms/resource_photo/85/1646885_image2_1.jpg","경기도 용인","한국관광공사 김지호","Type1","은이성지, 천주교"
"","db51e1aa-4101-48a8-94db-bc10f3723464","은이 성지","수원","경기도 용인시 처인구","photokorea","9","제목=이름·종교어·같은 시군(용인)","","7EPTXa","은이성지","https://tong.visitkorea.or.kr/cms/resource_photo/91/1646891_image2_1.jpg","경기도 용인","한국관광공사 김지호","Type1","은이성지, 천주교"
"","db51e1aa-4101-48a8-94db-bc10f3723464","은이 성지","수원","경기도 용인시 처인구","photokorea","9","제목=이름·종교어·같은 시군(용인)","","7EPTYa","은이성지","https://tong.visitkorea.or.kr/cms/resource_photo/93/1646893_image2_1.jpg","경기도 용인","한국관광공사 김지호","Type1","은이성지, 천주교"
"","db51e1aa-4101-48a8-94db-bc10f3723464","은이 성지","수원","경기도 용인시 처인구","photokorea","9","제목=이름·종교어·같은 시군(용인)","","7EPTZa","은이성지","https://tong.visitkorea.or.kr/cms/resource_photo/95/1646895_image2_1.jpg","경기도 용인","한국관광공사 김지호","Type1","은이성지, 천주교"
"","db51e1aa-4101-48a8-94db-bc10f3723464","은이 성지","수원","경기도 용인시 처인구","photokorea","9","제목=이름·종교어·같은 시군(용인)","","GAOD3a","은이성지","https://tong.visitkorea.or.kr/cms/resource_photo/01/1646901_image2_1.jpg","경기도 용인","한국관광공사 김지호","Type1","은이성지, 천주교"
"","db51e1aa-4101-48a8-94db-bc10f3723464","은이 성지","수원","경기도 용인시 처인구","tourinfo","7","제목=이름·종교어","6.86","2395752","[경기옛길 영남길 제6길] 은이성지, 마애불길(양지면 남곡리~원삼면 독성리)","http://tong.visitkorea.or.kr/cms/resource/68/3383468_image2_1.jpg","경기도 용인시 처인구 양지면 남곡로 92","TourAPI 관광정보(contentTypeId 28)","","A03022700"
"","db51e1aa-4101-48a8-94db-bc10f3723464","은이 성지","수원","경기도 용인시 처인구","tourinfo","7","제목=이름·종교어","7.05","2612873","은이성지(청년 김대건길)","http://tong.visitkorea.or.kr/cms/resource/17/3559617_image2_1.jpg","경기도 용인시 처인구 양지면 은이로 182","TourAPI 관광정보(contentTypeId 12)","","A02010900"
"","5e4d123d-49ce-4900-a78e-af010cfef31b","음성 감곡면 매괴성당","청주","충북 음성군 감곡면","photokorea","6","조각(매괴)·종교어·같은 시군(음성)","","8louSa","감곡매괴성모순례지성당","https://tong.visitkorea.or.kr/cms/resource_photo/43/2007143_image2_1.jpg","충청북도 음성","한국관광공사 이범수","Type1","감곡매괴성모순례지성당, 음성 감곡매괴성모순례지성당, 감곡성당, 매괴성당, 성당, 음성, 철쭉"
"","5e4d123d-49ce-4900-a78e-af010cfef31b","음성 감곡면 매괴성당","청주","충북 음성군 감곡면","photokorea","6","조각(매괴)·종교어·같은 시군(음성)","","8louVa","감곡매괴성모순례지성당","https://tong.visitkorea.or.kr/cms/resource_photo/46/2007146_image2_1.jpg","충청북도 음성","한국관광공사 이범수","Type1","감곡매괴성모순례지성당, 음성 감곡매괴성모순례지성당, 감곡성당, 매괴성당, 성당, 음성, 철쭉"
"","5e4d123d-49ce-4900-a78e-af010cfef31b","음성 감곡면 매괴성당","청주","충북 음성군 감곡면","photokorea","6","조각(매괴)·종교어·같은 시군(음성)","","8louWa","감곡매괴성모순례지성당","https://tong.visitkorea.or.kr/cms/resource_photo/47/2007147_image2_1.jpg","충청북도 음성","한국관광공사 이범수","Type1","감곡매괴성모순례지성당, 음성 감곡매괴성모순례지성당, 감곡성당, 매괴성당, 성당, 음성, 철쭉"
"","5e4d123d-49ce-4900-a78e-af010cfef31b","음성 감곡면 매괴성당","청주","충북 음성군 감곡면","photokorea","6","조각(매괴)·종교어·같은 시군(음성)","","8louXa","감곡매괴성모순례지성당","https://tong.visitkorea.or.kr/cms/resource_photo/48/2007148_image2_1.jpg","충청북도 음성","한국관광공사 이범수","Type1","감곡매괴성모순례지성당, 음성 감곡매괴성모순례지성당, 감곡성당, 매괴성당, 성당, 음성, 성모마리아"
"","5e4d123d-49ce-4900-a78e-af010cfef31b","음성 감곡면 매괴성당","청주","충북 음성군 감곡면","photokorea","6","조각(매괴)·종교어·같은 시군(음성)","","8louYa","감곡매괴성모순례지성당","https://tong.visitkorea.or.kr/cms/resource_photo/49/2007149_image2_1.jpg","충청북도 음성","한국관광공사 이범수","Type1","감곡매괴성모순례지성당, 음성 감곡매괴성모순례지성당, 감곡성당, 매괴성당, 성당, 음성, 성모마리아"
"","5e4d123d-49ce-4900-a78e-af010cfef31b","음성 감곡면 매괴성당","청주","충북 음성군 감곡면","photokorea","6","조각(매괴)·종교어·같은 시군(음성)","","kVkt0a","감곡매괴성모순례지성당","https://tong.visitkorea.or.kr/cms/resource_photo/50/2007150_image2_1.jpg","충청북도 음성","한국관광공사 이범수","Type1","감곡매괴성모순례지성당, 음성 감곡매괴성모순례지성당, 감곡성당, 매괴성당, 성당, 음성, 성모마리아, 매괴박물관"
"","5e4d123d-49ce-4900-a78e-af010cfef31b","음성 감곡면 매괴성당","청주","충북 음성군 감곡면","photokorea","6","조각(매괴)·종교어·같은 시군(음성)","","kVkt1a","감곡매괴성모순례지성당","https://tong.visitkorea.or.kr/cms/resource_photo/51/2007151_image2_1.jpg","충청북도 음성","한국관광공사 이범수","Type1","감곡매괴성모순례지성당, 음성 감곡매괴성모순례지성당, 감곡성당, 매괴성당, 성당, 음성, 매괴박물관"
"","5e4d123d-49ce-4900-a78e-af010cfef31b","음성 감곡면 매괴성당","청주","충북 음성군 감곡면","photokorea","6","조각(매괴)·종교어·같은 시군(음성)","","kVkt2a","감곡매괴성모순례지성당","https://tong.visitkorea.or.kr/cms/resource_photo/52/2007152_image2_1.jpg","충청북도 음성","한국관광공사 이범수","Type1","감곡매괴성모순례지성당, 음성 감곡매괴성모순례지성당, 감곡성당, 매괴성당, 성당, 음성, 매괴박물관"
"","5e4d123d-49ce-4900-a78e-af010cfef31b","음성 감곡면 매괴성당","청주","충북 음성군 감곡면","photokorea","6","조각(매괴)·종교어·같은 시군(음성)","","kVkt3a","감곡매괴성모순례지성당","https://tong.visitkorea.or.kr/cms/resource_photo/53/2007153_image2_1.jpg","충청북도 음성","한국관광공사 이범수","Type1","감곡매괴성모순례지성당, 음성 감곡매괴성모순례지성당, 감곡성당, 매괴성당, 성당, 음성, 예수상"
"","5e4d123d-49ce-4900-a78e-af010cfef31b","음성 감곡면 매괴성당","청주","충북 음성군 감곡면","photokorea","6","조각(매괴)·종교어·같은 시군(음성)","","kVkt4a","감곡매괴성모순례지성당","https://tong.visitkorea.or.kr/cms/resource_photo/54/2007154_image2_1.jpg","충청북도 음성","한국관광공사 이범수","Type1","감곡매괴성모순례지성당, 음성 감곡매괴성모순례지성당, 감곡성당, 매괴성당, 성당, 음성, 성모마리아상"
"","5e4d123d-49ce-4900-a78e-af010cfef31b","음성 감곡면 매괴성당","청주","충북 음성군 감곡면","tourinfo","4","조각(매괴)·종교어","2.91","1114686","감곡매괴성모순례지성당","http://tong.visitkorea.or.kr/cms/resource/53/3576253_image2_1.jpg","충청북도 음성군 감곡면 성당길 10","TourAPI 관광정보(contentTypeId 12)","","A02010900"
"","9edab3f9-51b6-4094-9dfb-5c606e237e9f","인제 소양로 성당(내면)","춘천","강원특별자치도 인제군 남면 빙어마을길 196","tourinfo","4","조각(인제)·종교어","10.57","3072017","인제성당","https://tong.visitkorea.or.kr/cms/resource/70/3502670_image2_1.jpg","강원특별자치도 인제군 인제읍 인제로225번길 12","TourAPI 관광정보(contentTypeId 12)","",""
"","7812eec7-ea84-4572-99f9-c7d5daefbf92","전옥서 터","서울","서울시 종로구 서린동","tourinfo","6","종교어·500m 안","0.37","127015","대한성공회 서울주교좌성당","http://tong.visitkorea.or.kr/cms/resource/54/3568354_image2_1.jpg","서울특별시 중구 세종대로21길 15 (정동)","TourAPI 관광정보(contentTypeId 12)","","A02010900"
"","c9b75913-f657-4efd-a847-238be4d39ce8","정산 순교 성지","대전","충청남도 청양군 정산면 서정리 496-1 (정산면사무소 인근)","tourinfo","6","조각(정산)·500m 안","0.44","1627232","정산향교","http://tong.visitkorea.or.kr/cms/resource/47/3337647_image2_1.jpg","충청남도 청양군 정산면 서정향교1길 13","TourAPI 관광정보(contentTypeId 12)","","A02010700"
"","c9b75913-f657-4efd-a847-238be4d39ce8","정산 순교 성지","대전","충청남도 청양군 정산면 서정리 496-1 (정산면사무소 인근)","tourinfo","4","조각(정산)·2km 안","0.97","132039","정산시장","http://tong.visitkorea.or.kr/cms/resource/28/3531528_image2_1.jpg","충청남도 청양군 정산면 정현길 54","TourAPI 관광정보(contentTypeId 38)","","A04010100"
"","8d87ca6f-f31d-40d4-b25e-9a425aed0954","죽산 순교성지","수원","경기도 안성시 일죽면 죽림리","tourinfo","6","조각(죽산)·종교어·2km 안","1.07","127027","죽산성지(이진터성지)","http://tong.visitkorea.or.kr/cms/resource/14/3404714_image2_1.jpg","경기도 안성시 일죽면 종배길 115","TourAPI 관광정보(contentTypeId 12)","","A02010900"
"","8d87ca6f-f31d-40d4-b25e-9a425aed0954","죽산 순교성지","수원","경기도 안성시 일죽면 죽림리","tourinfo","4","조각(죽산)·종교어","3.07","2395755","[경기옛길 영남길 제9길] 죽산성지순례길(죽산면소재지 ~ 일죽면 금산리)","http://tong.visitkorea.or.kr/cms/resource/59/3393759_image2_1.jpg","경기도 안성시 죽산면 죽산초교길","TourAPI 관광정보(contentTypeId 28)","","A03022700"
"","bf2a2782-a4b8-4238-be8b-70f1ef6202ac","진무영 순교 성지","인천","인천시 강화군 강화읍 관청리 643 (강화 성당 내)","tourinfo","6","종교어·500m 안","0.25","128819","대한성공회 강화성당","http://tong.visitkorea.or.kr/cms/resource/05/3552305_image2_1.jpg","인천광역시 강화군 강화읍 관청길27번길 10","TourAPI 관광정보(contentTypeId 12)","","A02010900"
"","eef91372-92ee-4b31-9314-5e9cb92946e9","진산 성지","대전","충청남도 금산군 진산면 지방리 335-2","tourinfo","4","조각(진산)·2km 안","1.25","126869","진산향교","https://tong.visitkorea.or.kr/cms/resource/29/3338729_image2_1.jpg","충청남도 금산군 진산면 교촌1길 45-20","TourAPI 관광정보(contentTypeId 12)","",""
"","d55432d2-ae7b-4416-9f8d-9f14815e7328","천호성지","전주","전북 완주군 비봉면 천호성지길","tourinfo","11","제목=이름·종교어·500m 안","0.23","1935601","천호성지","https://tong.visitkorea.or.kr/cms/resource/20/3511720_image2_1.jpg","전북특별자치도 완주군 비봉면 천호성지길 124","TourAPI 관광정보(contentTypeId 12)","",""
"","d55432d2-ae7b-4416-9f8d-9f14815e7328","천호성지","전주","전북 완주군 비봉면 천호성지길","photokorea","9","제목=이름·종교어·같은 시군(완주)","","OfnaKa","천호성지","https://tong.visitkorea.or.kr/cms/resource_photo/01/2702501_image2_1.jpg","전라북도 완주군 비봉면","한국관광공사 김지호","Type1","천호성지, 전라북도 완주군, 종교, 천주교, 가톨릭"
"","d55432d2-ae7b-4416-9f8d-9f14815e7328","천호성지","전주","전북 완주군 비봉면 천호성지길","photokorea","9","제목=이름·종교어·같은 시군(완주)","","OfnaMa","천호성지","https://tong.visitkorea.or.kr/cms/resource_photo/03/2702503_image2_1.jpg","전라북도 완주군 비봉면","한국관광공사 김지호","Type1","천호성지, 전라북도 완주군, 종교, 천주교, 가톨릭"
"","d55432d2-ae7b-4416-9f8d-9f14815e7328","천호성지","전주","전북 완주군 비봉면 천호성지길","photokorea","9","제목=이름·종교어·같은 시군(완주)","","OfnaNa","천호성지","https://tong.visitkorea.or.kr/cms/resource_photo/04/2702504_image2_1.jpg","전라북도 완주군 비봉면","한국관광공사 김지호","Type1","천호성지, 전라북도 완주군, 종교, 천주교, 가톨릭"
"","d55432d2-ae7b-4416-9f8d-9f14815e7328","천호성지","전주","전북 완주군 비봉면 천호성지길","photokorea","9","제목=이름·종교어·같은 시군(완주)","","OfnaOa","천호성지","https://tong.visitkorea.or.kr/cms/resource_photo/05/2702505_image2_1.jpg","전라북도 완주군 비봉면","한국관광공사 김지호","Type1","천호성지, 전라북도 완주군, 종교, 천주교, 가톨릭"
"","d55432d2-ae7b-4416-9f8d-9f14815e7328","천호성지","전주","전북 완주군 비봉면 천호성지길","photokorea","9","제목=이름·종교어·같은 시군(완주)","","OfnaPa","천호성지","https://tong.visitkorea.or.kr/cms/resource_photo/06/2702506_image2_1.jpg","전라북도 완주군 비봉면","한국관광공사 김지호","Type1","천호성지, 전라북도 완주군, 종교, 천주교, 가톨릭"
"","d55432d2-ae7b-4416-9f8d-9f14815e7328","천호성지","전주","전북 완주군 비봉면 천호성지길","photokorea","9","제목=이름·종교어·같은 시군(완주)","","OfnaRa","천호성지","https://tong.visitkorea.or.kr/cms/resource_photo/08/2702508_image2_1.jpg","전라북도 완주군 비봉면","한국관광공사 김지호","Type1","천호성지, 전라북도 완주군, 종교, 천주교, 가톨릭"
"","d55432d2-ae7b-4416-9f8d-9f14815e7328","천호성지","전주","전북 완주군 비봉면 천호성지길","photokorea","9","제목=이름·종교어·같은 시군(완주)","","OfnaSa","천호성지","https://tong.visitkorea.or.kr/cms/resource_photo/09/2702509_image2_1.jpg","전라북도 완주군 비봉면","한국관광공사 김지호","Type1","천호성지, 전라북도 완주군, 종교, 천주교, 가톨릭, 드론촬영, 드론사진, 항공촬영"
"","d55432d2-ae7b-4416-9f8d-9f14815e7328","천호성지","전주","전북 완주군 비봉면 천호성지길","photokorea","9","제목=이름·종교어·같은 시군(완주)","","OfnaTa","천호성지","https://tong.visitkorea.or.kr/cms/resource_photo/10/2702510_image2_1.jpg","전라북도 완주군 비봉면","한국관광공사 김지호","Type1","천호성지, 전라북도 완주군, 종교, 천주교, 가톨릭, 드론촬영, 드론사진, 항공촬영"
"","d55432d2-ae7b-4416-9f8d-9f14815e7328","천호성지","전주","전북 완주군 비봉면 천호성지길","photokorea","9","제목=이름·종교어·같은 시군(완주)","","OfnaUa","천호성지","https://tong.visitkorea.or.kr/cms/resource_photo/11/2702511_image2_1.jpg","전라북도 완주군 비봉면","한국관광공사 김지호","Type1","천호성지, 전라북도 완주군, 종교, 천주교, 가톨릭, 드론촬영, 드론사진, 항공촬영"
"","d55432d2-ae7b-4416-9f8d-9f14815e7328","천호성지","전주","전북 완주군 비봉면 천호성지길","photokorea","9","제목=이름·종교어·같은 시군(완주)","","OfnaVa","천호성지","https://tong.visitkorea.or.kr/cms/resource_photo/12/2702512_image2_1.jpg","전라북도 완주군 비봉면","한국관광공사 김지호","Type1","천호성지, 전라북도 완주군, 종교, 천주교, 가톨릭, 드론촬영, 드론사진, 항공촬영"
"","586807a3-3a63-4b89-b99d-fd994dd6d5fa","초남이 성지","전주","전북 전주시 완산구 (바우배기)","photokorea","7","제목=이름·종교어","","aCyV6a","초남이성지","https://tong.visitkorea.or.kr/cms/resource_photo/23/2702523_image2_1.jpg","전라북도 완주군 이서면","한국관광공사 김지호","Type1","초남이성지, 전라북도 완주군, 종교, 천주교, 가톨릭"
"","586807a3-3a63-4b89-b99d-fd994dd6d5fa","초남이 성지","전주","전북 전주시 완산구 (바우배기)","photokorea","7","제목=이름·종교어","","aCyV7a","초남이성지","https://tong.visitkorea.or.kr/cms/resource_photo/24/2702524_image2_1.jpg","전라북도 완주군 이서면","한국관광공사 김지호","Type1","초남이성지, 전라북도 완주군, 종교, 천주교, 가톨릭"
"","586807a3-3a63-4b89-b99d-fd994dd6d5fa","초남이 성지","전주","전북 전주시 완산구 (바우배기)","photokorea","7","제목=이름·종교어","","aCyV8a","초남이성지","https://tong.visitkorea.or.kr/cms/resource_photo/25/2702525_image2_1.jpg","전라북도 완주군 이서면","한국관광공사 김지호","Type1","초남이성지, 전라북도 완주군, 종교, 천주교, 가톨릭"
"","586807a3-3a63-4b89-b99d-fd994dd6d5fa","초남이 성지","전주","전북 전주시 완산구 (바우배기)","photokorea","7","제목=이름·종교어","","aCyV9a","초남이성지","https://tong.visitkorea.or.kr/cms/resource_photo/26/2702526_image2_1.jpg","전라북도 완주군 이서면","한국관광공사 김지호","Type1","초남이성지, 전라북도 완주군, 종교, 천주교, 가톨릭, 드론촬영, 드론사진, 항공촬영"
"","586807a3-3a63-4b89-b99d-fd994dd6d5fa","초남이 성지","전주","전북 전주시 완산구 (바우배기)","photokorea","7","제목=이름·종교어","","aCyVaa","초남이성지","https://tong.visitkorea.or.kr/cms/resource_photo/27/2702527_image2_1.jpg","전라북도 완주군 이서면","한국관광공사 김지호","Type1","초남이성지, 전라북도 완주군, 종교, 천주교, 가톨릭, 드론촬영, 드론사진, 항공촬영"
"","586807a3-3a63-4b89-b99d-fd994dd6d5fa","초남이 성지","전주","전북 전주시 완산구 (바우배기)","photokorea","7","제목=이름·종교어","","aCyVba","초남이성지","https://tong.visitkorea.or.kr/cms/resource_photo/28/2702528_image2_1.jpg","전라북도 완주군 이서면","한국관광공사 김지호","Type1","초남이성지, 전라북도 완주군, 종교, 천주교, 가톨릭, 드론촬영, 드론사진, 항공촬영"
