id,name,en,diocese,match,cand_title,cand_url,license,artist,desc_url,width
"e6ba760e-a5d7-40c0-8899-6f4a319ff2bc","비산 성당","Bisan Church","대구","strong","JP-Kagawa-Great-Seto-Bridge-Minami Bisan-Seto-Bridge.jpg","https://upload.wikimedia.org/wikipedia/commons/2/28/JP-Kagawa-Great-Seto-Bridge-Minami_Bisan-Seto-Bridge.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","CC BY-SA 4.0","Kanchi1979","https://commons.wikimedia.org/wiki/File:JP-Kagawa-Great-Seto-Bridge-Minami_Bisan-Seto-Bridge.jpg","3332"
"e6ba760e-a5d7-40c0-8899-6f4a319ff2bc","비산 성당","Bisan Church","대구","strong","1 Laureano Bisan Etamé-Mayer.jpg","https://upload.wikimedia.org/wikipedia/commons/8/87/1_Laureano_Bisan_Etam%C3%A9-Mayer.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","CC BY-SA 4.0","Chensiyuan","https://commons.wikimedia.org/wiki/File:1_Laureano_Bisan_Etam%C3%A9-Mayer.jpg","3642"
"23144148-89ae-4ce2-967f-99154caf1a8f","성 유스티노 신학교","St. Justin's Seminary","대구","strong","Justin McMurdie (14104112216).jpg","https://upload.wikimedia.org/wikipedia/commons/e/ef/Justin_McMurdie_%2814104112216%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","CC BY-SA 2.0","Portland Seminary from Portland, OR, USA","https://commons.wikimedia.org/wiki/File:Justin_McMurdie_(14104112216).jpg","3514"
"23144148-89ae-4ce2-967f-99154caf1a8f","성 유스티노 신학교","St. Justin's Seminary","대구","strong","Justin McMurdie (13940622497).jpg","https://upload.wikimedia.org/wikipedia/commons/c/c7/Justin_McMurdie_%2813940622497%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","CC BY-SA 2.0","Portland Seminary from Portland, OR, USA","https://commons.wikimedia.org/wiki/File:Justin_McMurdie_(13940622497).jpg","3993"
"23144148-89ae-4ce2-967f-99154caf1a8f","성 유스티노 신학교","St. Justin's Seminary","대구","strong","Justin McMurdie (13940622697).jpg","https://upload.wikimedia.org/wikipedia/commons/2/2d/Justin_McMurdie_%2813940622697%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","CC BY-SA 2.0","Portland Seminary from Portland, OR, USA","https://commons.wikimedia.org/wiki/File:Justin_McMurdie_(13940622697).jpg","2125"
"ad74fef5-1d7c-468e-a32c-03e551af7482","왜관 성 베네딕도 수도원","Waegwan St. Benedict's Abbey","대구","strong","Geumgangjeondo-Waegwan Abbey.png","https://upload.wikimedia.org/wikipedia/commons/e/e1/Geumgangjeondo-Waegwan_Abbey.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","Public domain","Jeong Seon","https://commons.wikimedia.org/wiki/File:Geumgangjeondo-Waegwan_Abbey.png","1309"
"3c5c55a8-c994-4d95-882c-19ab96beb26c","한티 순교성지","Hanti Martyrdom Shrine","대구","weak","Saranpaul - view over river.jpg","https://upload.wikimedia.org/wikipedia/commons/3/37/Saranpaul_-_view_over_river.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","CC BY 2.0","ugraland [1] from Moscow, Russia","https://commons.wikimedia.org/wiki/File:Saranpaul_-_view_over_river.jpg","2115"
"3c5c55a8-c994-4d95-882c-19ab96beb26c","한티 순교성지","Hanti Martyrdom Shrine","대구","weak","Nature in Khanty-Mansiya.jpg","https://upload.wikimedia.org/wikipedia/commons/5/58/Nature_in_Khanty-Mansiya.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","CC BY 2.0","ugraland [1] from Moscow, Russia","https://commons.wikimedia.org/wiki/File:Nature_in_Khanty-Mansiya.jpg","800"
"3c5c55a8-c994-4d95-882c-19ab96beb26c","한티 순교성지","Hanti Martyrdom Shrine","대구","strong","Khantia mansia map.png","https://upload.wikimedia.org/wikipedia/commons/9/9a/Khantia_mansia_map.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","CC0","WikiEditor2004","https://commons.wikimedia.org/wiki/File:Khantia_mansia_map.png","998"
"384ece39-557d-48bc-9708-ec04f1bb5e13","강경 성당","Ganggyeong Church","대전","strong","Ganggyeong station platform.jpg","https://upload.wikimedia.org/wikipedia/commons/6/66/Ganggyeong_station_platform.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","CC BY-SA 3.0","Sim1992","https://commons.wikimedia.org/wiki/File:Ganggyeong_station_platform.jpg","1200"
"384ece39-557d-48bc-9708-ec04f1bb5e13","강경 성당","Ganggyeong Church","대전","strong","Ganggyeong Station.jpg","https://upload.wikimedia.org/wikipedia/commons/4/4b/Ganggyeong_Station.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","CC BY-SA 3.0","Jjw","https://commons.wikimedia.org/wiki/File:Ganggyeong_Station.jpg","2592"
"384ece39-557d-48bc-9708-ec04f1bb5e13","강경 성당","Ganggyeong Church","대전","strong","Ganggyeong Stn. Nameplate.jpg","https://upload.wikimedia.org/wikipedia/commons/2/2c/Ganggyeong_Stn._Nameplate.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","CC BY-SA 4.0","인생살이","https://commons.wikimedia.org/wiki/File:Ganggyeong_Stn._Nameplate.jpg","768"
"96784fc3-c4c5-4266-978c-467dff83abc7","덕산 순교 성지","Deoksan Martyrdom Shrine","대전","weak","Jincheon-map.png","https://upload.wikimedia.org/wikipedia/commons/5/50/Jincheon-map.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","Public domain","장길산","https://commons.wikimedia.org/wiki/File:Jincheon-map.png","1000"
"96784fc3-c4c5-4266-978c-467dff83abc7","덕산 순교 성지","Deoksan Martyrdom Shrine","대전","weak","Jinhae-map.png","https://upload.wikimedia.org/wikipedia/commons/4/4e/Jinhae-map.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","Public domain","장길산","https://commons.wikimedia.org/wiki/File:Jinhae-map.png","5000"
"96784fc3-c4c5-4266-978c-467dff83abc7","덕산 순교 성지","Deoksan Martyrdom Shrine","대전","strong","Korail0deoksan.jpg","https://upload.wikimedia.org/wikipedia/commons/f/fd/Korail0deoksan.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","CC BY-SA 3.0","sz1161","https://commons.wikimedia.org/wiki/File:Korail0deoksan.jpg","1024"
"11d93a00-93a6-48b4-818b-af1ec69ad15b","성거산성지","Seonggeosan Shrine","대전","weak","성거산 천흥사명 동종 01.JPG","https://upload.wikimedia.org/wikipedia/commons/5/5b/%EC%84%B1%EA%B1%B0%EC%82%B0_%EC%B2%9C%ED%9D%A5%EC%82%AC%EB%AA%85_%EB%8F%99%EC%A2%85_01.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","CC BY-SA 3.0","Eggmoon","https://commons.wikimedia.org/wiki/File:%EC%84%B1%EA%B1%B0%EC%82%B0_%EC%B2%9C%ED%9D%A5%EC%82%AC%EB%AA%85_%EB%8F%99%EC%A2%85_01.JPG","2848"
"11d93a00-93a6-48b4-818b-af1ec69ad15b","성거산성지","Seonggeosan Shrine","대전","weak","성거산 천흥사명 동종 03.JPG","https://upload.wikimedia.org/wikipedia/commons/6/64/%EC%84%B1%EA%B1%B0%EC%82%B0_%EC%B2%9C%ED%9D%A5%EC%82%AC%EB%AA%85_%EB%8F%99%EC%A2%85_03.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","CC BY-SA 3.0","Eggmoon","https://commons.wikimedia.org/wiki/File:%EC%84%B1%EA%B1%B0%EC%82%B0_%EC%B2%9C%ED%9D%A5%EC%82%AC%EB%AA%85_%EB%8F%99%EC%A2%85_03.JPG","2848"
