69b7f3a2-cd0e-4d19-b31c-4ac6447d2b8b,가회동 성당,서울
47d6a607-6c63-46e9-bef9-0b382f253889,경기 감영 터,서울
77197844-6e5d-4f22-a2f0-1a77dd999357,광화문 124위 시복 터,서울
3a06643c-a506-4940-aaf4-6e088f83a063,광희문 성지,서울
e7e5ddc3-a087-44b6-9e58-4e2f49c7d304,김범우의 집터,서울
c18f5a67-d517-4bfe-9dbf-a6b6f39f6d62,노고산 성지,서울
4b4199cf-2236-4842-8996-38ee9d36e542,명동대성당,서울
b01a51e2-2c86-4458-b95b-7a742bc062cd,삼성산 성지,서울
7695ff82-aaa0-41c9-b5e7-a707a7b10c38,새남터순교성지,서울
c3dab929-8628-4fcd-be56-032a8076f934,서소문 밖 네거리 순교성지,서울
a0cefc62-82a0-40e6-9bc1-8e0631f384e4,석정 보름 우물,서울
59613365-3ed5-47df-a65e-7fbac90156a4,약현성당 (중림동성당),서울
d83c3808-9443-4a12-83b9-94217d28f34d,용산 성직자 묘역,서울
63ea8de1-e96a-43bf-b124-81f4f0b352f3,용산 예수 성심 신학교,서울
219050d3-59e4-4871-b896-9b5fcb0c4c31,우포도청 터,서울
82de5cf4-2519-48a2-a877-92b5bb65e304,의금부 터,서울
7812eec7-ea84-4572-99f9-c7d5daefbf92,전옥서 터,서울
a8f9d7a8-a375-4bc5-8544-23f3eddbb08a,종로 성당,서울
b5305b5c-a7d6-4dd2-bdfe-f7f6687819f5,좌포도청 터,서울
8b266b66-1006-4a4c-a708-1aa554492548,한국 순교자 103위 시성 터,서울
f73bcec2-b2b6-4b5f-9acd-84720dedf53b,한국 천주교회 창립 터,서울
6bd8fe39-8c35-48b2-a125-8a8b817c36a1,형조 터,서울
017d62a3-66c0-4267-9225-5c0b9bb6aa82,골배마실 성지,수원
8c53e03c-1045-4a42-a1f7-8ad29a2f15c1,구산 성지,수원
b066e847-4e51-409e-b2d2-95e4ee8ca6ed,남양 성모 성지,수원
57ac0c3d-e94a-4f08-8c08-bc2edd3bc048,남한산성 순교성지,수원
299f79c2-1572-4199-abdd-7b5979d5f14f,미리내 성지,수원
3703ae13-69fa-427e-aafe-ce32b340a1eb,손골 성지,수원
6c4aa646-b1b9-49e8-a7bb-e6972e47cfb4,수리산 성지,수원
8645eda9-5e06-4465-a193-aaaa0cff05ff,수원 화성 순교성지,수원
044b7fd0-bd98-4de1-98e8-0638b00b7fc2,양근 성지,수원
abce3890-fff0-4549-8eb3-7df5e43a6c9e,어농 성지,수원
4cae0947-f017-4e39-bd66-5c5ae2315f2c,요당리 성지,수원
db51e1aa-4101-48a8-94db-bc10f3723464,은이 성지,수원
8d87ca6f-f31d-40d4-b25e-9a425aed0954,죽산 순교성지,수원
feae6f3d-52b8-4e9a-b28a-617ebf1ed500,천진암 성지,수원
5cb4ca8c-f56b-42ad-88eb-9634b1cce497,농은 홍유한 선생 고택지,안동
817db991-6662-4a31-b414-7b2327b632ae,마원 성지,안동
81af76c4-fa2d-4e19-b443-a8e271a40afe,머루산 교우촌,안동
4c36258e-cfcc-4c77-be5c-325b77513f58,상주 신앙 고백비,안동
2686f0fa-9cc0-4aac-a34c-8a8c22283e67,상주 옥 터,안동
6be64b43-5284-4f8c-87d8-2b161e381863,여우목 성지,안동
689b73b9-5fbe-4a66-9310-52acce5d8bc8,우곡 성지,안동
c8d952ba-cd48-49f7-ac21-af7ed4a36890,진안리 성지,안동
a92550dc-d09b-40b6-8737-55d796cb3691,한실 교우촌,안동
5bc16668-2441-4f9d-a5c9-887ef00cde1e,강릉 임당동성당,원주
d50e6aaf-0e00-4083-8174-459f59910bd4,강원 감영,원주
6c252828-b347-4a95-babf-d1b58520d465,단양 김범우 순교 성지,원주
fa4e38db-2de8-45d0-ae64-84969e03ab47,대안리 공소,원주
33947974-af5f-4a8c-8d73-287cefc7bfe0,배론성지,원주
993642a4-ac59-4e08-8a47-a28bd90e40c4,서지 마을,원주
518ad5ed-455a-4924-8ca0-1b3e10a09e76,성 남종삼 요한·순교자 남상교 아우구스티노 유택지,원주
b61d59eb-f91d-4814-859f-754e7fa2f810,성내동 성당,원주
73ecdbf7-9000-4f94-ac5e-002c73d94c69,용소막성당,원주
47f3c4c4-0153-454d-9052-70743a8a0d07,원동 주교좌성당,원주
7bea824d-1d24-485f-a904-7a3c7beb52a3,풍수원성당,원주
c4a1a21d-6b44-4155-ac06-c0d6ba31a6ce,갈곡리 성당,의정부
9d921fd5-1e5c-4172-97e9-1188c605dc89,마재 성가정 성지,의정부
fc24ec4f-070b-4829-90bf-ace5218507c5,성 남종삼 요한과 가족 묘소,의정부
6c01a0db-8673-492d-8f77-c71a18c5ba8e,신암리 성당,의정부
5ba9bfec-e762-4b98-9430-87c6ec27c234,양주 순교 성지,의정부
4b603a69-77ed-4d0a-913f-dee3bdcc7ec0,의정부 주교좌성당,의정부
3ea6ffbd-fb98-4331-b9b0-8cbc876d1ebe,참회와 속죄의 성당,의정부
9a05893e-f26c-4910-ab17-0b13db86ef5e,파티마평화의성당,의정부
a761a429-7b21-4328-90f3-d515302ee6c8,행주 성당,의정부
cc1a07d5-07d4-49ef-ae37-3bb2830b3ae1,화현 이벽 성지,의정부
d8b49c3c-d4f9-4b04-805d-4d9a575d877d,황사영 순교순례지,의정부
750b4187-fb75-4e0d-bfcc-53bdacf032dd,갑곶 순교성지,인천
220121b7-e2e3-4e3d-86d4-e929d44d1e39,답동주교좌성당,인천
50cb1cfe-814a-42fd-a2ca-8ab6c57ba8bd,성모 순례지,인천
61608fcb-1437-42f6-a194-f715380aa8ac,성체 순례 성지,인천
25c65591-f837-42df-ab31-46aa1090380d,이승훈 베드로 성지,인천
dafb2d87-dd95-4d51-94e2-6324a07ec994,일만 위 순교자 현양 동산,인천
91fc480a-36af-4c5f-bbc6-e94437c3ead7,제물진두 순교성지,인천
bf2a2782-a4b8-4238-be8b-70f1ef6202ac,진무영 순교 성지,인천
dbeaa5a4-4c1c-4e73-bdce-ab8195d76b6f,개갑 장터 순교 성지,전주
dfade181-063e-4fa9-9b24-9cc1c1e9cadd,김제 순교 성지,전주
08da6926-8888-4c93-9ba3-0d23be5e0111,나바위 성지,전주
47589be3-145b-49d5-ba67-09e05beaa544,되재 성당지,전주
d7a94df9-6020-4a50-9903-af864e0afc7f,서천교 순교 터,전주
13cd4176-6d7a-4014-95ab-5eb8a27899a6,수류 성당,전주
6325d481-6f53-4246-b324-a64d18d3ae38,수분 공소,전주
be26edf1-ce44-4e40-bd8d-36ca2297104c,신성 공소,전주
600a2181-37f3-49d1-a775-f310d78b6e10,안대동 성당지,전주
be44e29e-5906-4ab4-a1e2-69ea6da51023,어은 공소,전주
39141948-9d10-4b6d-977b-30474e748266,여산 순교 성지,전주
532db2a2-6b71-425c-98f5-e233eeab088a,전동성당,전주
65881e83-385c-4f91-ba56-1a92327fb2e2,전라 감영,전주
4f9b0f23-d523-4443-a6b5-3a134d52abc3,전주 숲정이 성지,전주
d55432d2-ae7b-4416-9f8d-9f14815e7328,천호성지,전주
586807a3-3a63-4b89-b99d-fd994dd6d5fa,초남이 성지,전주
0e027211-94c1-40f5-9547-0adaeb7cf90c,초록바위 순교 터,전주
0e16c2ac-8f78-4b16-9059-b69041e3c96e,치명자산 성지,전주
0d53e4d6-fb1b-4fe1-82e6-c4da2b295248,김기량 순교 기념관,제주
e6ea8590-c9fa-4894-9a96-e9bc8718c9e7,대정성지 (정난주 마리아 묘),제주
9321e8ce-5d68-46e5-bd9f-e8fbde9ca2e4,새미 은총의 동산,제주
933c7006-8bb5-4ff0-85d3-ac5146f47372,용수성지 (성 김대건 신부 제주 표착 기념관),제주
797a93a0-caff-4d46-9060-cecf7ea1e3fb,제주 관덕정,제주
4e9dff3b-9aa6-492e-ad61-0b33d9a8ea1d,황경한 묘,제주
8476c254-d130-4d16-bc22-26d520f35853,황사평 성지,제주
031a928d-7313-4460-a340-0dd276ea02db,배티 순교성지,청주
4b1bd009-94ca-4cc5-8217-8c3b6b5491c7,연풍 순교성지,청주
5e4d123d-49ce-4900-a78e-af010cfef31b,음성 감곡면 매괴성당,청주
31e77490-a200-4d9a-bcb1-363cfd01b272,음성 봉암 성지,청주
5134e3c2-8db0-40aa-8cf4-282b609cbdc5,청주읍성 순교성지(서운동성당),청주
b15f9ef4-232a-4bdd-a052-257143a10540,충북 보은 멘에목 순례성지,청주
fdc2adf3-16b6-4a79-9321-8bf1427aad56,충주 숲거리 순교 성지,청주
98e959e5-4ace-4752-87bd-2fd3276a474c,강릉 대도호부 관아,춘천
1d5c3163-e82c-4375-a634-423e125f9224,겟세마니 피정의 집,춘천
448c9d31-159d-476b-aacc-7c43f01dc48f,곰실 공소,춘천
a2f90f8e-e627-4659-b5bb-5be6a75c526c,금광리 공소,춘천
63a02178-cd4e-4801-a9d1-4b392668f396,라 파트리치오 신부 순교 터,춘천
5671a051-b259-49d8-a404-7bcfcd1f0eb1,묵호 성당,춘천
976e14c9-3957-4682-beb4-c9491bfa9cf9,소양로 성당,춘천
79fbe12c-795d-4dda-b12e-4173225d96ca,소양로 순교성지,춘천
cb885f54-2117-4e01-94b7-6fc93576e12f,양양 성지,춘천
3c763a79-530c-422d-ba10-3e6aeda82324,죽림동 순교 성지,춘천
c4784db9-f32b-433e-b40c-6935a1c6cfd2,춘천교구 주교관과 교육원,춘천
49b8f28e-09d0-46b5-af3b-7e26ecf02844,포천 순교 성지,춘천
2adae09e-5177-44b3-898c-0b130373bb40,홍천 성당,춘천
