ede390ef-348e-466b-a77e-0b0998c1ab03,5·18 기념성당(남동성당),광주
3fb1f577-e8b2-4f34-b72c-79e64ba4b913,곡성 옥터 성지(곡성성당),광주
b1073093-aeff-4e91-b642-0f8ab69207ad,나주 순교자 기념성당,광주
6aad7554-cb1e-4211-af58-3316ba8f1be2,목포 산정동 순교자기념성당,광주
6436b88a-1101-40d8-be84-59dba4146ee5,영광 순교자 기념성당,광주
7e1d46c2-486b-4b56-8f02-cb0f7703edcd,왜고개 성지,군종
5c865c51-6dc2-4d56-bc85-7b2b1875da4b,경상감영 옥터 순교지,대구
27c44eb0-4bea-451d-ad62-994eba78d04b,경주 관아와 옥 터,대구
b5c0ae5c-5913-4647-b917-2fd368518033,계산 주교좌대성당,대구
90025fc0-dd69-461c-a5c2-3179d8886ff0,관덕정 순교성지,대구
ce4882fd-cf65-4364-bf43-f43eedf18d1f,구룡 공소,대구
3a79079e-5a81-420a-87a7-915abba1ba38,김수환 추기경 사랑과 나눔 공원,대구
206a50d2-1b8b-41a7-bbba-6d41f3acd553,김천 황금성당,대구
796e1f04-a8e6-4344-bb24-461802417f26,복자 성당,대구
e6ba760e-a5d7-40c0-8899-6f4a319ff2bc,비산 성당,대구
b8e7e64b-77af-41bc-81b0-6f8cb8750ea1,새방골 성당,대구
23144148-89ae-4ce2-967f-99154caf1a8f,성 유스티노 신학교,대구
51bac093-0540-47c7-a9ed-e87929538527,성모당·성직자 묘지,대구
800a92cf-7894-484b-a1b8-ed426e8e3509,신나무골 성지,대구
ad74fef5-1d7c-468e-a32c-03e551af7482,왜관 성 베네딕도 수도원,대구
d8aabc95-992a-47f7-ae73-8df7124bf116,진목정,대구
4877a452-ffe2-4528-ab51-cb5ff3735d56,갈매못 순교성지,대전
384ece39-557d-48bc-9708-ec04f1bb5e13,강경 성당,대전
66e08f67-b761-40aa-9c6e-db6bd6efb6d6,공세리성지성당,대전
36182234-42d9-4ecb-972e-00ad3cd2e74a,남방제 성지,대전
17d46128-2bec-4f7f-a2c9-47806092e6be,다락골 성지,대전
fe6ea3a7-24f6-4d76-8488-1032867ed624,대흥 봉수산 순교 성지,대전
96784fc3-c4c5-4266-978c-467dff83abc7,덕산 순교 성지,대전
71edd721-bea3-4c5e-a95e-082534917367,도앙골 성지,대전
73314e2e-1c94-4229-bafc-63049462e4ef,배나드리 성지,대전
7a4090f5-1eea-4bd8-a72d-adaff10acfbb,산막골·작은재 성지,대전
59165c01-4102-4da2-a155-0d2cf18f97e5,삽티 성지,대전
05cc24b2-c528-41c4-8c9d-467ac597c3df,서짓골 성지,대전
11d93a00-93a6-48b4-818b-af1ec69ad15b,성거산성지,대전
da89541b-07ce-4658-b138-897fa4473977,수리치골 성모 성지,대전
8fb95b44-9e07-4570-9df4-54c3a315536b,원머리 성지,대전
c9b75913-f657-4efd-a847-238be4d39ce8,정산 순교 성지,대전
b1ac6215-43e2-4a0d-8dde-44cd7d3d787a,지석리 성지,대전
eef91372-92ee-4b31-9314-5e9cb92946e9,진산 성지,대전
f1e25869-e3cb-40de-b4b6-da5b5b398797,천주교 대흥동 교회 (대흥동 성당),대전
5fe15d55-cb32-4494-99c6-ad849a625f46,합덕 성당,대전
aeac09d0-c5ef-4091-b1b0-b84686940659,해미순교성지,대전
bbbc941b-8c8b-4579-b11c-74228c0103d2,홍주 순교 성지,대전
580a4c8e-2662-4a0f-afcd-110f20604bbf,황무실 성지,대전
751e12ce-fa81-4bd0-87e5-2f3af28848d0,황새바위 순교성지,대전
cd046cd7-3a40-4b66-9148-8217fdf7f03b,거제 윤봉문 요셉 순교성지,마산
335e638e-f115-4158-a097-36b2ec261490,대산 성당 복자 구한선 타대오 성지,마산
c7f09aab-c761-4145-ac38-9030030f00f7,명례 성지,마산
55cbe55f-311b-4850-aada-005231302745,복자 박대식 빅토리노 묘,마산
38454899-b005-43e8-8685-c786a9c5b364,순교자의 딸 유섬이 묘,마산
5929dc45-102b-48e9-891a-da888aa04f47,정찬문 안토니오 순교성지,마산
2f0dc7d0-9cdb-460e-a12d-0e984bf22f77,진주 문산성당,마산
3cce01bc-9ba8-46a0-aa80-0da508f6e161,창원 웅천 왜성,마산
7e079f9c-a689-4414-9102-f1883fb18b6b,통영 김기량 순교지(통제영 옥터),마산
0d108f88-ba9a-456b-be67-41eb28b99d7e,기장 성지,부산
a5f5d4bb-db4e-4053-958f-1eb737e97a82,김범우 순교자 성지,부산
99a6d680-09bd-4d9f-ab75-9f2dfbef1719,살티 공소,부산
bf53457b-5cbc-4468-bb63-0b4526967801,수영 장대 순교성지,부산
01e2aafd-7c1f-4c16-a9ee-870114adbe88,언양 성당,부산
faf763c3-0ee9-4289-8c55-0225b4e9f3c0,오륜대 순교자 성지,부산
a35a6b67-90d6-4da2-969a-af259380f959,오륜대 한국 순교자 박물관,부산
4176ac92-3702-4f29-87ba-ea84985d4b59,울산 병영 순교성지,부산
cc1b6629-8de5-4abf-bdde-2bd951f1afd6,울산 장대 순교지,부산
6a94621b-e576-467b-904a-b751bb654f71,조씨 형제 순교자 묘,부산
fbf56b63-8140-4577-ad92-ce6bd3d78c76,가톨릭 대학교 성신 교정,서울
